"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
660,306019,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","Proseware, Inc.","Proseware","Black","pounds","23","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
661,306020,"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black","Proseware, Inc.","Proseware","Black","pounds","16.8","75.54","228",3,"Computers",306,"Printers, Scanners & Fax"
662,306021,"Proseware Slim-Design Fax Machine with Answering System X180 Black","Proseware, Inc.","Proseware","Black","pounds","8.4","78.19","236",3,"Computers",306,"Printers, Scanners & Fax"
663,306022,"Proseware High-Performance Business-Class Laser Fax X200 Black","Proseware, Inc.","Proseware","Black","pounds","12","82.17","248",3,"Computers",306,"Printers, Scanners & Fax"
664,306023,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Black","Proseware, Inc.","Proseware","Black","pounds","24","75.87","229",3,"Computers",306,"Printers, Scanners & Fax"
665,306024,"Proseware Photo Inkjet Printer E290 Black","Proseware, Inc.","Proseware","Black","pounds","12.6","52","102",3,"Computers",306,"Printers, Scanners & Fax"
666,306025,"Proseware Office Jet All-in-One Printer M500 Black","Proseware, Inc.","Proseware","Black","pounds","13.03","74.96","163",3,"Computers",306,"Printers, Scanners & Fax"
667,306026,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black","Proseware, Inc.","Proseware","Black","pounds","15.6","87.37","190",3,"Computers",306,"Printers, Scanners & Fax"
668,306027,"Proseware Photo smart All-in-One Printer M380 Black","Proseware, Inc.","Proseware","Black","pounds","12","67.6","147",3,"Computers",306,"Printers, Scanners & Fax"
669,306028,"Proseware Wireless Photo All-in-One Printer M390 Black","Proseware, Inc.","Proseware","Black","pounds","12.3","86.45","188",3,"Computers",306,"Printers, Scanners & Fax"
670,306029,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black","Proseware, Inc.","Proseware","Black","pounds","28","90.13","196",3,"Computers",306,"Printers, Scanners & Fax"
671,306030,"Proseware Photo Inkjet Printer M100 Grey","Proseware, Inc.","Proseware","Grey","pounds","23.6","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
672,306031,"Proseware Ink Jet All in one M300 Grey","Proseware, Inc.","Proseware","Grey","pounds","23","77.72","169",3,"Computers",306,"Printers, Scanners & Fax"
673,306032,"Proseware Laser Jet Printer E100 Grey","Proseware, Inc.","Proseware","Grey","pounds","17.5","40.28","79",3,"Computers",306,"Printers, Scanners & Fax"
674,306033,"Proseware Laser Jet Color Printer X300 Grey","Proseware, Inc.","Proseware","Grey","pounds","16","69.25","209",3,"Computers",306,"Printers, Scanners & Fax"
675,306034,"Proseware Laser Jet All in one X300 Grey","Proseware, Inc.","Proseware","Grey","pounds","17","72.56","219",3,"Computers",306,"Printers, Scanners & Fax"
676,306035,"Proseware Fax phone E100 Grey","Proseware, Inc.","Proseware","Grey","pounds","21","44.36","87",3,"Computers",306,"Printers, Scanners & Fax"
677,306036,"Proseware Fax Machine E100 Grey","Proseware, Inc.","Proseware","Grey","pounds","22.7","40.28","79",3,"Computers",306,"Printers, Scanners & Fax"
678,306037,"Proseware Laser Fax Printer E100 Grey","Proseware, Inc.","Proseware","Grey","pounds","19.7","46.39","91",3,"Computers",306,"Printers, Scanners & Fax"
679,306038,"Proseware Ink Jet Fax Machine E100 Grey","Proseware, Inc.","Proseware","Grey","pounds","7.7","39.77","78",3,"Computers",306,"Printers, Scanners & Fax"
680,306039,"Proseware Mobile Receipt and Document Scanner M200 Grey","Proseware, Inc.","Proseware","Grey","pounds","20.5","53.34","116",3,"Computers",306,"Printers, Scanners & Fax"
681,306040,"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey","Proseware, Inc.","Proseware","Grey","pounds","16","55.64","121",3,"Computers",306,"Printers, Scanners & Fax"
682,306041,"Proseware All-In-One Photo Printer M200 Grey","Proseware, Inc.","Proseware","Grey","pounds","8.4","62.54","136",3,"Computers",306,"Printers, Scanners & Fax"
683,306042,"Proseware Ink Jet Wireless All-In-One Printer M400 Grey","Proseware, Inc.","Proseware","Grey","pounds","12.6","59.32","129",3,"Computers",306,"Printers, Scanners & Fax"
684,306043,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey","Proseware, Inc.","Proseware","Grey","pounds","13.03","73.58","160",3,"Computers",306,"Printers, Scanners & Fax"
685,306044,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey","Proseware, Inc.","Proseware","Grey","pounds","16","72.66","158",3,"Computers",306,"Printers, Scanners & Fax"
686,306045,"Proseware Duplex Scanner M200 Grey","Proseware, Inc.","Proseware","Grey","pounds","13","68.52","149",3,"Computers",306,"Printers, Scanners & Fax"
687,306046,"Proseware High Speed Laser Fax M2000 Grey","Proseware, Inc.","Proseware","Grey","pounds","12.3","69.25","209",3,"Computers",306,"Printers, Scanners & Fax"
688,306047,"Proseware Laser Fax Printer M250 Grey","Proseware, Inc.","Proseware","Grey","pounds","28.3","54.26","118",3,"Computers",306,"Printers, Scanners & Fax"
689,306048,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.","Proseware","Grey","pounds","29","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
690,306049,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey","Proseware, Inc.","Proseware","Grey","pounds","29","75.54","228",3,"Computers",306,"Printers, Scanners & Fax"
691,306050,"Proseware Slim-Design Fax Machine with Answering System X180 Grey","Proseware, Inc.","Proseware","Grey","pounds","19.6","78.19","236",3,"Computers",306,"Printers, Scanners & Fax"
692,306051,"Proseware High-Performance Business-Class Laser Fax X200 Grey","Proseware, Inc.","Proseware","Grey","pounds","3.7","82.17","248",3,"Computers",306,"Printers, Scanners & Fax"
693,306052,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey","Proseware, Inc.","Proseware","Grey","pounds","13.4","75.87","229",3,"Computers",306,"Printers, Scanners & Fax"
694,306053,"Proseware Photo Ink Jet Printer E290 Grey","Proseware, Inc.","Proseware","Grey","pounds","7.7","52","102",3,"Computers",306,"Printers, Scanners & Fax"
695,306054,"Proseware Office Jet All-in-One Printer M500 Grey","Proseware, Inc.","Proseware","Grey","pounds","14.8","74.96","163",3,"Computers",306,"Printers, Scanners & Fax"
696,306055,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey","Proseware, Inc.","Proseware","Grey","pounds","11.7","87.37","190",3,"Computers",306,"Printers, Scanners & Fax"
697,306056,"Proseware Photo Smart All-in-One Printer M380 Grey","Proseware, Inc.","Proseware","Grey","pounds","10.1","67.6","147",3,"Computers",306,"Printers, Scanners & Fax"
698,306057,"Proseware Wireless Photo All-in-One Printer M390 Grey","Proseware, Inc.","Proseware","Grey","pounds","3.5","86.45","188",3,"Computers",306,"Printers, Scanners & Fax"
699,306058,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey","Proseware, Inc.","Proseware","Grey","pounds","5.3","90.13","196",3,"Computers",306,"Printers, Scanners & Fax"
700,306059,"Proseware Photo Ink Jet Printer M100 White","Proseware, Inc.","Proseware","White","pounds","5.6","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
701,306060,"Proseware Ink Jet All in one M300 White","Proseware, Inc.","Proseware","White","pounds","12.6","77.72","169",3,"Computers",306,"Printers, Scanners & Fax"
702,306061,"Proseware Laser Jet Printer E100 White","Proseware, Inc.","Proseware","White","pounds","7.7","40.28","79",3,"Computers",306,"Printers, Scanners & Fax"
703,306062,"Proseware Laser Jet Color Printer X300 White","Proseware, Inc.","Proseware","White","pounds","12.8","69.25","209",3,"Computers",306,"Printers, Scanners & Fax"
704,306063,"Proseware Laser Jet All in one X300 White","Proseware, Inc.","Proseware","White","pounds","6.2","72.56","219",3,"Computers",306,"Printers, Scanners & Fax"
705,306064,"Proseware Fax Phone E100 White","Proseware, Inc.","Proseware","White","pounds","10","44.36","87",3,"Computers",306,"Printers, Scanners & Fax"
706,306065,"Proseware Fax Machine E100 White","Proseware, Inc.","Proseware","White","pounds","11.5","40.28","79",3,"Computers",306,"Printers, Scanners & Fax"
707,306066,"Proseware Laser Fax Printer E100 White","Proseware, Inc.","Proseware","White","pounds","7","46.39","91",3,"Computers",306,"Printers, Scanners & Fax"
708,306067,"Proseware Ink Jet Fax Machine E100 White","Proseware, Inc.","Proseware","White","pounds","11.3","39.77","78",3,"Computers",306,"Printers, Scanners & Fax"
709,306068,"Proseware Mobile Receipt and Document Scanner M200 White","Proseware, Inc.","Proseware","White","pounds","7.4","53.34","116",3,"Computers",306,"Printers, Scanners & Fax"
710,306069,"Proseware Scan Jet Digital Flat Bed Scanner M300 White","Proseware, Inc.","Proseware","White","pounds","4","55.64","121",3,"Computers",306,"Printers, Scanners & Fax"
711,306070,"Proseware All-In-One Photo Printer M200 White","Proseware, Inc.","Proseware","White","pounds","14.4","62.54","136",3,"Computers",306,"Printers, Scanners & Fax"
712,306071,"Proseware Ink Jet Wireless All-In-One Printer M400 White","Proseware, Inc.","Proseware","White","pounds","15","59.32","129",3,"Computers",306,"Printers, Scanners & Fax"
713,306072,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","Proseware, Inc.","Proseware","White","pounds","6.7","73.58","160",3,"Computers",306,"Printers, Scanners & Fax"
714,306073,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White","Proseware, Inc.","Proseware","White","pounds","10","72.66","158",3,"Computers",306,"Printers, Scanners & Fax"
715,306074,"Proseware Duplex Scanner M200 White","Proseware, Inc.","Proseware","White","pounds","14.4","68.52","149",3,"Computers",306,"Printers, Scanners & Fax"
716,306075,"Proseware High Speed Laser M2000 White","Proseware, Inc.","Proseware","White","pounds","25","69.25","209",3,"Computers",306,"Printers, Scanners & Fax"
717,306076,"Proseware Laser Fax Printer M250 White","Proseware, Inc.","Proseware","White","pounds","3.7","54.26","118",3,"Computers",306,"Printers, Scanners & Fax"
718,306077,"Proseware Color Ink jet Fax, Copier, Phone M250 White","Proseware, Inc.","Proseware","White","pounds","8","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
719,306078,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White","Proseware, Inc.","Proseware","White","pounds","8.7","75.54","228",3,"Computers",306,"Printers, Scanners & Fax"
720,306079,"Proseware Slim-Design Fax Machine with Answering System X180 White","Proseware, Inc.","Proseware","White","pounds","9","78.19","236",3,"Computers",306,"Printers, Scanners & Fax"
721,306080,"Proseware High-Performance Business-Class Laser Fax X200 White","Proseware, Inc.","Proseware","White","pounds","10.6","82.17","248",3,"Computers",306,"Printers, Scanners & Fax"
722,306081,"Proseware Professional Quality Plain-Paper Fax and Copier X100 White","Proseware, Inc.","Proseware","White","pounds","14.2","75.87","229",3,"Computers",306,"Printers, Scanners & Fax"
723,306082,"Proseware Photo Ink jet Printer E290 White","Proseware, Inc.","Proseware","White","pounds","25","52","102",3,"Computers",306,"Printers, Scanners & Fax"
724,306083,"Proseware Office Jet All-in-One Printer M500 White","Proseware, Inc.","Proseware","White","pounds","32","74.96","163",3,"Computers",306,"Printers, Scanners & Fax"
725,306084,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White","Proseware, Inc.","Proseware","White","pounds","27.1","87.37","190",3,"Computers",306,"Printers, Scanners & Fax"
726,306085,"Proseware Photo Smart All-in-One Printer M380 White","Proseware, Inc.","Proseware","White","pounds","13","67.6","147",3,"Computers",306,"Printers, Scanners & Fax"
727,306086,"Proseware Wireless Photo All-in-One Printer M390 White","Proseware, Inc.","Proseware","White","pounds","14.1","86.45","188",3,"Computers",306,"Printers, Scanners & Fax"
728,306087,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White","Proseware, Inc.","Proseware","White","pounds","12.2","90.13","196",3,"Computers",306,"Printers, Scanners & Fax"
729,306088,"Proseware Scan Jet Digital Flat Bed Scanner M300 Green","Proseware, Inc.","Proseware","Green","pounds","17","55.64","121",3,"Computers",306,"Printers, Scanners & Fax"
730,306089,"Proseware All-In-One Photo Printer M200 Green","Proseware, Inc.","Proseware","Green","pounds","14","62.54","136",3,"Computers",306,"Printers, Scanners & Fax"
731,306090,"Proseware Ink Jet Wireless All-In-One Printer M400 Green","Proseware, Inc.","Proseware","Green","pounds","14.4","59.32","129",3,"Computers",306,"Printers, Scanners & Fax"
732,306091,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green","Proseware, Inc.","Proseware","Green","pounds","28","73.58","160",3,"Computers",306,"Printers, Scanners & Fax"
733,306092,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.","Proseware","Green","pounds","18.4","72.66","158",3,"Computers",306,"Printers, Scanners & Fax"
734,306093,"Proseware Duplex Scanner M200 Green","Proseware, Inc.","Proseware","Green","pounds","10","68.52","149",3,"Computers",306,"Printers, Scanners & Fax"
735,306094,"Proseware High Speed Laser M2000 Green","Proseware, Inc.","Proseware","Green","pounds","22","69.25","209",3,"Computers",306,"Printers, Scanners & Fax"
736,306095,"Proseware Laser Fax Printer M250 Green","Proseware, Inc.","Proseware","Green","pounds","12.4","54.26","118",3,"Computers",306,"Printers, Scanners & Fax"
737,306096,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Proseware, Inc.","Proseware","Green","pounds","45","73.12","159",3,"Computers",306,"Printers, Scanners & Fax"
738,306097,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green","Proseware, Inc.","Proseware","Green","pounds","28","75.54","228",3,"Computers",306,"Printers, Scanners & Fax"
739,306098,"Proseware Slim-Design Fax Machine with Answering System X180 Green","Proseware, Inc.","Proseware","Green","pounds","20.5","78.19","236",3,"Computers",306,"Printers, Scanners & Fax"
740,306099,"Proseware High-Performance Business-Class Laser Fax X200 Green","Proseware, Inc.","Proseware","Green","pounds","21.5","82.17","248",3,"Computers",306,"Printers, Scanners & Fax"
741,306100,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Green","Proseware, Inc.","Proseware","Green","pounds","35","75.87","229",3,"Computers",306,"Printers, Scanners & Fax"
742,306101,"Proseware Photo Inkjet Printer E290 Green","Proseware, Inc.","Proseware","Green","pounds","18","52","102",3,"Computers",306,"Printers, Scanners & Fax"
743,308001,"Contoso Rechargeable Battery E100 Black","Contoso, Ltd","Contoso","Black","pounds","12.8","6.6","12.95",3,"Computers",308,"Computers Accessories"
744,308002,"Contoso Dual USB Power Adapter - power adapter E300 Black","Contoso, Ltd","Contoso","Black","pounds","8.2","20.34","39.9",3,"Computers",308,"Computers Accessories"
745,308003,"Contoso Car power adapter M90 Black","Contoso, Ltd","Contoso","Black","pounds","23.5","9.17","19.95",3,"Computers",308,"Computers Accessories"
746,308004,"Contoso Notebook Peripheral Kit M69 Black","Contoso, Ltd","Contoso","Black","pounds","16.5","7.59","16.5",3,"Computers",308,"Computers Accessories"
747,308005,"Contoso Mouse Lock Bundle E200 Black","Contoso, Ltd","Contoso","Black","pounds","17.3","6.6","12.95",3,"Computers",308,"Computers Accessories"
748,308006,"Contoso Education Supplies Bundle E200 Black","Contoso, Ltd","Contoso","Black","pounds","16","6.88","13.5",3,"Computers",308,"Computers Accessories"
749,308007,"Contoso Laptop Starter Bundle M200 Black","Contoso, Ltd","Contoso","Black","pounds","17","7.59","16.5",3,"Computers",308,"Computers Accessories"
